,cand_id,q1-score,q2-score,q3-score,q4-score,q5-score,q6-score,q7-score,q8-score,q9-score,q10-score,q11-score,q12-score,q13-score,q14-score,score,max_score,inv_id,inv_at,attempt_end,attempt_start,attempt_id,attempt_time,attempt_ct,window_exit_ct,out_of_window_seconds,network_disconnect_seconds,invite_method,team,copy_paste_ct,product_rating,tag_score_mysql,tag_score_sql,tag_scoresql_case_statement,tag_score_sql_joins,tag_score_sql_aggregate_functions,tag_score_sql_subquery,section_score_create_scripts_&_insert_statements,section_score:_data_query_language_(dql),q1-time_taken,q2-time_taken,q3-time_taken,q4-time_taken,q5-time_taken,q6-time_taken,q7-time_taken,q8-time_taken,q9-time_taken,q10-time_taken,q11-time_taken,q12-time_taken,q13-time_taken,q14-time_taken,q2-loc,q3-loc,q4-loc,q5-loc,q6-loc,q7-loc,q8-loc,q9-loc,q10-loc,q11-loc,q12-loc,q13-loc,q14-loc,q2-compile_and_test_ct,q3-compile_and_test_ct,q4-compile_and_test_ct,q5-compile_and_test_ct,q6-compile_and_test_ct,q7-compile_and_test_ct,q8-compile_and_test_ct,q9-compile_and_test_ct,q10-compile_and_test_ct,q11-compile_and_test_ct,q12-compile_and_test_ct,q13-compile_and_test_ct,q14-compile_and_test_ct,q2-lang,q3-lang,q4-lang,q5-lang,q6-lang,q7-lang,q8-lang,q9-lang,q10-lang,q11-lang,q12-lang,q13-lang,q14-lang,q2-plagiarism,q3-plagiarism,q4-plagiarism,q5-plagiarism,q6-plagiarism,q7-plagiarism,q8-plagiarism,q9-plagiarism,q10-plagiarism,q11-plagiarism,q12-plagiarism,q13-plagiarism,q14-plagiarism,q2-plagiarism_pct,q3-plagiarism_pct,q4-plagiarism_pct,q5-plagiarism_pct,q6-plagiarism_pct,q7-plagiarism_pct,q8-plagiarism_pct,q9-plagiarism_pct,q10-plagiarism_pct,q11-plagiarism_pct,q12-plagiarism_pct,q13-plagiarism_pct,q14-plagiarism_pct,q2-testcase_passed,q3-testcase_passed,q4-testcase_passed,q5-testcase_passed,q6-testcase_passed,q7-testcase_passed,q8-testcase_passed,q9-testcase_passed,q10-testcase_passed,q11-testcase_passed,q12-testcase_passed,q13-testcase_passed,q14-testcase_passed,q2-testcase_time,q3-testcase_time,q4-testcase_time,q5-testcase_time,q6-testcase_time,q7-testcase_time,q8-testcase_time,q9-testcase_time,q10-testcase_time,q11-testcase_time,q12-testcase_time,q13-testcase_time,q14-testcase_time,candidate_city,candidate_major,city,state,zip,latitude,longitude,clean_major,clean_major_class,score_pct,pass
375,122,,10,10,10,10,10,10,10,10,10,10,10,10,10,130.0,130,27533798,2040-09-11 03:11:00,2023-10-23 12:29:00,2023-08-24 07:06:00,31399274,258819,1,73,36889,186466,Invited Via Email,Developers|CDT_Admin,0,3.0,120.0,60,10,120,60,40,10.0,120.0,,1331,462,3068,364,4346,17834,12050,6428,397,7608,6674,10606,1077,9,9,11,13,11,12,11,10,9,21,11,35,21,6,4,18,5,26,46,24,4,4,43,6,54,8,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0075,0.00749,0.00839,0.00823,0.00761,0.00753,0.00806,0.00839,0.00831,0.00807,0.00736,0.00683,0.00811,Charlotte,,Charlotte,NC,28202.0,35.2242,-80.8395,,,1.0,1
376,121,,10,10,10,10,10,10,10,10,10,10,10,10,10,130.0,130,27533796,2040-08-20 04:48:00,2023-10-03 10:51:00,2023-08-06 13:53:00,31385476,39258,1,19,2703,1331,Invited Via Email,Developers|CDT_Admin,0,4.0,120.0,60,10,120,60,40,10.0,120.0,,1920,1158,3713,1975,3982,1295,1633,1810,827,7038,4985,3129,2034,9,9,13,14,6,9,15,7,10,19,16,24,26,15,9,14,8,27,15,9,8,6,38,12,15,10,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00732,0.00732,0.00815,0.00791,0.00749,0.00773,0.00968,0.00779,0.00686,0.00712,0.00699,0.00738,0.00836,Glen Allen,,Glen Allen,VA,23060.0,37.6739,-77.5857,,,1.0,1
377,120,,10,10,10,10,10,10,10,10,10,10,10,10,10,130.0,130,27533794,2040-07-29 06:25:00,2023-09-13 09:13:00,2023-07-19 20:40:00,31389402,403168,1,80,118147,284496,Invited Via Email,Developers|CDT_Admin,0,5.0,120.0,60,10,120,60,40,10.0,120.0,,2009,883,3106,3904,10340,4711,10396,8535,1961,15550,6448,37369,12827,9,9,10,11,12,8,14,15,9,7,11,17,14,4,2,22,6,47,26,25,41,9,71,14,189,65,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00732,0.0079,0.00675,0.00747,0.00743,0.0074,0.00834,0.00769,0.00759,0.00723,0.00827,0.00723,0.00843,Charlotte,,Charlotte,NC,28202.0,35.2242,-80.8395,,,1.0,1
378,112,,10,10,10,10,10,10,10,10,10,10,10,10,10,130.0,130,27533778,2040-07-07 08:02:00,2023-04-05 20:09:00,2023-02-28 02:56:00,31350786,441754,1,107,165915,255828,Invited Via Email,Developers|CDT_Admin,0,5.0,120.0,60,10,120,60,40,10.0,120.0,,1355,1081,2826,2590,15910,2662,2503,1189,935,10317,988,1651,140897,9,9,8,13,8,9,12,9,9,13,11,15,22,13,13,22,10,58,19,11,12,9,30,8,9,38,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00835,0.00919,0.00811,0.00717,0.00716,0.00887,0.00896,0.007,0.00707,0.0074,0.00757,0.00782,0.00785,"Mount Pleasant, SC",,Mount Pleasant,SC,29464.0,32.8243,-79.8431,,,1.0,1
379,108,,10,10,10,10,10,10,10,10,10,10,10,10,10,130.0,130,27533770,2040-06-15 09:39:00,2023-01-15 13:37:00,2022-12-19 06:04:00,31387466,86762,1,84,5547,42150,Invited Via Email,Developers|CDT_Admin,0,2.0,120.0,60,10,120,60,40,10.0,120.0,,363,859,1321,476,6826,1841,2264,7211,5533,11221,1250,4139,1210,5,5,6,7,8,11,13,12,7,38,17,14,22,5,6,13,3,41,12,7,44,32,61,10,30,3,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00753,0.00866,0.00774,0.00721,0.00757,0.00782,0.00809,0.00695,0.00733,0.0073,0.00687,0.00755,0.00762,Yanceyville,,Yanceyville,NC,27379.0,36.4015,-79.9767,,,1.0,1
380,101,,10,10,10,10,10,10,10,10,10,10,10,10,10,130.0,130,27493384,2040-05-24 11:16:00,2022-10-07 05:27:00,2022-09-21 15:59:00,31278102,1129,2,3,45,104,Invited Via Email,Developers|CDT_Admin,0,5.0,120.0,60,10,120,60,40,10.0,120.0,,98,53,106,53,59,62,73,98,98,104,49,56,47,4,4,4,5,4,5,6,5,4,5,6,14,19,2,2,3,2,2,2,2,3,2,2,2,2,2,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00784,0.00759,0.00797,0.00745,0.00912,0.00805,0.0085,0.00705,0.00782,0.00774,0.00801,0.00765,0.0082,New York,,New York,NY,10001.0,40.7506,-73.9972,,,1.0,1
381,155,,10,10,10,10,10,10,10,10,10,10,10,10,10,130.0,130,27493380,2058-04-16 09:30:00,2022-08-28 02:11:00,2022-08-17 05:33:00,31968834,10401,1,53,5205,0,Public Link,,0,,120.0,60,10,120,60,40,10.0,120.0,,716,291,1351,392,1180,4357,509,231,156,186,321,326,369,10,10,11,13,10,11,13,11,10,11,11,19,20,4,2,12,2,7,6,4,2,2,4,3,4,2,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.00785,0.00797,0.00788,0.00875,0.0103,0.00695,0.0103,0.00767,0.00794,0.00782,0.00838,0.00818,0.0077,New York,,New York,NY,10001.0,40.7506,-73.9972,,,1.0,1
382,747,1.0,10,10,10,10,10,10,10,10,10,10,10,0,10,121.0,131,74634694,2043-05-04 04:03:00,2055-03-28 10:45:00,2051-05-23 15:02:00,78035484,284008,1,195,173603,70074,Invited Via Email,Admissions,19,,111.0,60,10,110,50,30,1.0,120.0,4254.0,748,305,392,2210,2481,391,62146,76763,3627,22897,495,32162,3475,8,7,7,7,7,7,6,7,5,10,5,7,20,6,4,3,16,26,6,16,16,13,24,3,25,19,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.03076,0.111419,0.028064,0.067962,0.032688,0.040804,0.039468,0.041117,0.254281,0.110934,0.03545,0.090221,0.329285,Denver,Computer Science,Denver,CO,80202.0,39.7514,-104.9967,Computer Science,IT-Dev,0.92,1
383,730,1.0,10,10,10,10,10,10,10,10,10,10,10,0,10,121.0,131,74634654,2043-04-12 05:40:00,2054-12-18 02:35:00,2051-02-24 00:57:00,78035458,342124,1,274,209270,43193,Invited Via Email,Admissions,12,,111.0,60,10,110,50,30,1.0,120.0,160.0,30791,6360,35133,6444,14364,5762,7597,2300,668,17409,3294,125719,40404,9,9,11,13,6,12,11,11,10,7,7,18,31,166,6,22,17,39,57,71,33,6,63,14,50,26,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.016546,0.032945,0.036194,0.14693,0.032194,0.015214,0.027241,0.102586,0.038451,0.015074,0.041,0.010571,0.034171,Brighton,QA tester,Brighton,MA,2135.0,42.3474,-71.1411,Quality Assurance,IT-Dev,0.92,1
384,724,1.0,10,10,10,10,10,10,10,10,10,10,10,0,10,121.0,131,74120816,2043-03-21 07:17:00,2054-11-07 23:19:00,2051-01-19 14:31:00,77904592,319235,1,168,132583,190755,Invited Via Email,Admissions,30,2.0,111.0,60,10,110,50,30,1.0,120.0,393.0,73997,17607,4120,6672,1953,758,2632,4594,1854,5569,972,260,6468,6,6,5,9,6,5,9,7,6,11,8,0,20,70,12,8,18,8,7,4,8,5,22,7,0,8,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,-,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.038659,0.062242,0.014682,0.044423,0.066209,0.011795,0.034393,0.031983,0.035703,0.033725,0.032243,,0.020657,Mesa,Global Security / Cybersecurity,Mesa,AZ,85201.0,33.4374,-111.8334,Global Security / Cybersecurity,IT-NonDev,0.92,1
385,719,1.0,10,10,10,10,10,10,10,10,10,10,10,10,0,121.0,131,74120792,2043-02-27 08:54:00,2054-09-28 20:03:00,2050-12-15 04:05:00,77904494,181994,1,96,99016,57350,Invited Via Email,Admissions,26,3.0,111.0,60,0,120,50,40,1.0,120.0,1031.0,1053,1545,447,4456,42229,4739,1256,1764,1515,467,817,22887,31433,11,11,13,23,8,10,15,14,10,11,17,26,28,8,11,2,16,65,23,5,3,10,7,4,60,40,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.079976,0.031673,0.149741,0.090246,0.028971,0.011365,0.015651,0.08046,0.048727,0.03961,0.053383,0.028001,0.039983,Phoenix,Mathematics,Phoenix,AZ,85003.0,33.4539,-112.0782,Mathematics,Non-IT,0.92,1
386,718,1.0,10,10,10,10,10,10,10,10,10,10,10,10,0,121.0,131,74120786,2043-02-05 10:31:00,2054-09-08 18:25:00,2050-11-27 10:52:00,77904650,331770,1,293,155101,237358,Invited Via Email,Admissions,23,5.0,111.0,60,0,120,50,40,1.0,120.0,300.0,18778,7063,18905,11227,14970,10055,6046,2415,640,2334,403,487,681,10,10,10,13,9,10,14,12,11,12,14,16,32,32,2,8,6,7,7,7,5,2,2,3,4,4,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.028139,0.03279,0.028628,0.036871,0.095272,0.013395,0.047295,0.032818,0.033081,0.050481,0.044351,0.124802,0.010983,Mesa,Full Stack Software Developer,Mesa,AZ,85201.0,33.4374,-111.8334,Software Development,IT-Dev,0.92,1
387,707,1.0,10,10,10,10,10,10,10,10,10,10,0,10,10,121.0,131,74120742,2043-01-14 12:08:00,2054-03-12 03:43:00,2050-06-20 23:55:00,77904552,260887,1,154,81241,117100,Invited Via Email,Admissions,17,4.0,111.0,60,10,110,50,30,1.0,120.0,257.0,16753,4020,3991,20300,17752,3755,1882,5259,30731,9978,26193,2379,467,9,9,11,12,9,10,12,10,9,12,11,16,25,14,21,13,40,9,17,5,12,10,14,4,7,7,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,0.012634,0.03238,0.012174,0.041256,0.030036,0.516334,0.03498,0.060425,0.321647,0.016449,0.027214,0.32135,0.049201,Minneapolis,Software Development,Minneapolis,MN,55401.0,44.9842,-93.2663,Software Development,IT-Dev,0.92,1
388,692,1.0,10,10,10,10,10,10,10,10,10,10,10,0,10,121.0,131,74120684,2042-12-23 13:45:00,2053-10-02 14:39:00,2050-01-30 06:11:00,77904754,253014,1,534,131423,205849,Invited Via Email,Admissions,83,,111.0,60,10,110,50,30,1.0,120.0,291.0,5993,2512,1591,1376,1825,777,8266,5412,1640,4342,2319,3937,4520,6,7,7,10,6,5,13,16,10,14,6,14,30,6,6,7,4,11,2,21,13,12,22,8,17,14,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.030241,0.015221,0.022473,0.032638,0.02898,0.029355,0.027939,0.019272,0.032918,0.028841,0.037935,0.012986,0.240009,Saint Paul,cs,Saint Paul,MN,55101.0,44.9507,-93.0936,Computer Science,IT-Dev,0.92,1
389,685,1.0,10,10,10,10,10,10,0,10,10,10,10,10,10,121.0,131,74120662,2042-12-01 15:22:00,2053-07-14 08:07:00,2049-11-20 09:19:00,77904518,344553,1,143,286436,119654,Invited Via Email,Admissions,22,1.0,111.0,60,10,110,50,40,1.0,120.0,377.0,46281,1857,15170,5682,8116,18313,7671,30155,4600,66150,1123,16779,2481,11,11,12,13,8,11,11,10,9,10,9,22,22,86,9,41,22,18,51,19,28,30,35,9,42,28,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.034398,0.020362,0.026581,0.032292,0.051346,0.021796,0.015211,0.025519,0.030098,0.01607,0.033161,0.037614,0.031864,Kent,Information Systems,Kent,WA,98032.0,47.4064,-122.2622,Information Systems,IT-NonDev,0.92,1
390,644,1.0,10,10,10,10,10,10,10,10,10,10,10,0,10,121.0,131,74119514,2042-11-09 16:59:00,2052-02-08 13:39:00,2048-08-16 17:41:00,77904442,303321,1,33,3433,282351,Invited Via Email,Admissions,70,5.0,111.0,60,10,110,50,30,1.0,120.0,14.0,5760,676,31,74,1396,1548,432,306,173,573,254,5407,1507,4,4,4,5,4,5,6,6,4,6,5,1,15,53,8,2,3,19,29,8,7,5,8,6,73,21,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.013299,0.083473,0.011248,0.065989,0.035333,0.030949,0.032761,0.039413,0.064546,0.066523,0.077104,0.03996,0.034815,Saint Paul,Data Science,Saint Paul,MN,55101.0,44.9507,-93.0936,Data Science,IT-Dev,0.92,1
391,639,1.0,10,10,10,10,10,10,10,10,10,10,10,0,10,121.0,131,74119470,2042-10-18 18:36:00,2051-12-30 10:23:00,2048-07-12 07:15:00,77906154,318349,1,15,64055,299452,Invited Via Email,Admissions,13,,111.0,60,10,110,50,30,1.0,120.0,222.0,8979,2822,1515,2261,337,123,37,469,136,92,347,7,1450,14,9,6,5,4,4,7,6,6,4,5,0,18,30,13,3,10,3,2,2,6,2,2,5,0,16,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,-,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,0.011144,0.031582,0.173468,0.078922,0.031166,0.038336,0.045886,0.031989,0.041418,0.03126,0.033693,,0.087276,Minneapolis,Developer,Minneapolis,MN,55401.0,44.9842,-93.2663,Software Development,IT-Dev,0.92,1
392,632,1.0,10,10,10,10,10,10,10,10,10,10,10,0,10,121.0,131,73848144,2042-09-26 20:13:00,2051-09-01 00:35:00,2048-03-27 23:57:00,77824622,267742,1,138,65722,182783,Invited Via Email,Admissions,49,3.0,111.0,60,10,110,50,30,1.0,120.0,13947.0,5842,1505,6848,22231,3244,2231,12797,466,1395,437,485,1193,12105,9,9,9,11,8,10,12,10,9,10,10,4,19,9,7,5,4,7,5,6,2,7,5,2,1,17,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.105179,0.061464,0.076519,0.032647,0.11374,0.048352,0.023016000000000002,0.032272,0.069236,0.037962,0.0183,0.0276,0.022983,Boyertown,Software Engineering,Boyertown,PA,19512.0,40.2619,-75.8206,Software Engineering,IT-Dev,0.92,1
393,631,1.0,10,10,10,10,10,10,10,10,10,10,10,0,10,121.0,131,73848142,2042-09-04 21:50:00,2051-08-11 22:57:00,2048-03-10 06:44:00,77824758,335915,1,319,124907,209342,Invited Via Email,Admissions,0,2.0,111.0,60,10,110,50,30,1.0,120.0,215.0,10536,4745,1495,2864,3264,1622,5709,3229,1059,28867,11574,39014,11835,5,5,5,7,4,5,9,7,6,6,5,7,25,52,11,10,13,13,16,28,13,7,47,8,53,34,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.109716,0.031783,0.027738,0.034455,0.100196,0.409616,0.47433,0.032698,0.031574,0.031668,0.105662,0.037844,0.08835,West Chester,business,West Chester,PA,19380.0,40.0327,-75.6208,Business,Non-IT,0.92,1
394,629,1.0,10,10,10,10,10,10,10,10,10,10,10,0,10,121.0,131,73848136,2042-08-13 23:27:00,2051-07-02 19:41:00,2048-02-03 20:18:00,77824704,336051,1,272,106296,179320,Invited Via Email,Admissions,7,2.0,111.0,60,10,110,50,30,1.0,120.0,2835.0,8060,1659,21945,38572,1597,12401,3474,3301,1638,3580,1535,29290,25710,16,9,17,13,8,9,11,10,9,10,13,11,32,93,29,202,44,11,40,22,9,9,24,11,115,37,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.011863,0.015759,0.011606,0.015124,0.029588,0.029865,0.032986,0.036268,0.031372,0.033651,0.022913,0.018389,0.016965,Jamaica Plane,Biology,Jamaica Plain,MA,2130.0,42.3099,-71.1151,Biology,Non-IT,0.92,1
395,628,1.0,10,10,10,10,10,10,10,10,10,10,10,0,10,121.0,131,73848134,2042-07-23 01:04:00,2051-06-12 18:03:00,2048-01-17 03:05:00,77824444,325235,1,40,11572,295327,Invited Via Email,Admissions,0,3.0,111.0,60,10,110,50,30,1.0,120.0,290.0,5941,1689,365,869,552,1069,449,1591,518,369,1006,7154,2810,12,12,8,14,10,19,18,16,13,14,28,56,46,28,13,7,11,8,15,8,26,11,5,9,44,19,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.05646,0.098439,0.029676,0.045298,0.173859,0.031068,0.045739,0.033075,0.091147,0.034314,0.361137,0.081341,0.062422,Philadelphia,Java,Philadelphia,PA,19102.0,39.9533,-75.1653,Software Development,IT-Dev,0.92,1
396,622,1.0,10,10,10,10,10,10,10,10,10,10,10,0,10,121.0,131,73848122,2042-07-01 02:41:00,2051-02-12 08:15:00,2047-10-02 19:47:00,77824926,335612,1,13,193199,154449,Invited Via Email,Admissions,2,3.0,111.0,60,10,110,50,30,1.0,120.0,259.0,3292,3044,7117,42386,7356,4854,9614,40013,678,1305,753,41649,17850,11,14,11,14,9,10,15,13,11,12,13,35,27,10,11,16,32,35,19,70,72,6,18,6,92,38,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.011279,0.016978,0.012786,0.015412,0.012932,0.028744,0.016394,0.031996,0.032371,0.018637,0.036361,0.020622,0.033375,Furlong,Electronics Engineering,Furlong,PA,18925.0,40.2862,-75.0497,Electronics Engineering,IT-NonDev,0.92,1
397,618,1.0,10,10,10,10,10,10,10,10,10,10,10,0,10,121.0,131,73848114,2042-06-09 04:18:00,2050-11-24 01:43:00,2047-07-23 22:55:00,77824756,306210,1,266,187779,3001,Invited Via Email,Admissions,25,,111.0,60,10,110,50,30,1.0,120.0,7333.0,128839,34778,2346,2502,2984,2486,899,85,72,39843,130,16732,63208,10,9,9,11,8,10,11,9,9,11,8,8,21,10,3,2,3,8,9,4,2,2,3,2,11,15,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.027914,0.036545,0.074009,0.032873,0.047924,0.030937,0.033346,0.044019,0.034541,0.158637,0.041713,0.0337,0.015881,Dover,Computer Technologies,Dover,DE,19901.0,39.1686,-75.545,Computer Technologies,IT-NonDev,0.92,1
398,603,1.0,10,10,10,10,10,10,10,10,10,10,10,0,10,121.0,131,73589892,2042-05-18 05:55:00,2050-01-27 01:13:00,2046-10-31 04:40:00,77824808,345512,1,153,15695,299786,Invited Via Email,Admissions,0,,111.0,60,10,110,50,30,1.0,120.0,583.0,6014,2531,247,1414,9838,6390,963,602,291,7034,669,2515,6495,10,11,9,11,9,10,14,12,11,14,11,12,22,65,35,3,8,112,64,5,6,3,76,2,20,44,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.053972,0.055195,0.027509,0.035381,0.056399,0.028282,0.090813,0.074348,0.034496,0.250983,0.041391,0.038229,0.05318,Glendale,Java Developer,Glendale,CA,91201.0,34.1705,-118.309,Software Development,IT-Dev,0.92,1
399,585,1.0,10,10,10,10,10,10,10,10,10,10,10,10,0,121.0,131,73589856,2042-04-26 07:32:00,2049-01-30 19:49:00,2045-12-16 06:46:00,77827992,334947,1,60,188585,225098,Invited Via Email,Admissions,3,5.0,111.0,60,0,120,50,40,1.0,120.0,80.0,2795,1304,6517,14271,2021,1194,10584,4410,1445,751,31837,20406,12060,6,9,9,10,10,11,11,11,10,11,10,12,24,24,7,60,43,29,15,87,56,24,16,15,66,53,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,mysql,No,No,No,No,No,No,No,No,No,No,No,No,No,,,,,,,,,,,,,,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.045167,0.031714,0.024576,0.03319,0.028667,0.029578,0.034739,0.056206,0.033978,0.034444,0.034871,0.045878,0.040029,Seattle,Computerscience,Seattle,WA,98101.0,47.6101,-122.3348,Computer Science,IT-Dev,0.92,1
